box,artist,name,version,tag
21,מיהו יהודי,רוקד דיסקו ישראלי,,
21,גילי מיילי,למה סמבה תקליט,שדרים,
21,מיין שיינע,ליידי גבירתי הנאווה באידיש,,
21,"ג""קי מייקה",בואי ונשירה,,
21,"ג""קי מייקה",מכתב החייל,,
21,"ג""קי מייקה",ימי נעוריי,,
21,"ג""קי מייקה",שירו ביחד,,
21,גקי מייקה,שר לך אימא,,
21,גקי מייקה,היו זמנים,,
21,זקי מייקה,מאדונה,,
21,זקי מייקה,שש עשרה מלאו לנער,,
21,זקי מייקה,אינשאללה,,נדיר
21,זקי מייקה,הביתה ל בלבד,שדרים,נדיר
21,מייקי,אקורד ראשון,,
21,רבקה מיכאלי,שעות נוספות,,
21,רבקה מיכאלי,כאן,,
21,רבקה מיכאלי,הרחוב שלנו,,
21,רבקה מיכאלי,בעיר העתיקה,,
21,רבקה מיכאלי,שירים במיץ,,
21,מיכאליס,(קוליפון),,
21,יאיר מילר,לקט משירי יאיר מילר,,
21,יאיר מילר,שירים 64-79,,
21,סוזי מילר,ורוברט הרובוט שירו שיר,,
21,סוזי מילר,הבה נטייל בארץ,,
21,מיכל,,,
21,מינימל קומפקט,,,
21,מינימל קומפקט,live,,
21,מינימל קומפקט,static dancig,,
21,מינימל קומפקט,raging souls,,
21,מינימלקומפקט,נקסט טיים איז ריל,,
21,מינימלקומפקט נקסט,טיים איז ריל עטיפה אחרחת,,
21,מינימל קומפקטthe,figure one cuts,,
21,מינימלקומפקט one,by one,,
21,מינימלקומפקט,lowlands flight,,
21,מינימל קומפקט,creation is perfect,,
